Age,Years of Experience,Education Level,Job Title,Gender,Location,Company Type,Industry,Salary
33.0,4.6,M.Tech,Software Engineer,Female,Pune,Service,IT Services,1314722
38.0,6.3,B.Tech,Software Engineer,Male,Bengaluru,MNC,E-commerce,1841953
54.0,26.3,MBA,Software Engineer,Female,Bengaluru,MNC,E-commerce,5851670
42.0,2.5,M.Tech,Software Engineer,Male,Lucknow,MNC,Product Tech,1378289
28.0,2.9,B.Tech,Software Engineer,Female,Delhi NCR,Service,IT Services,1167106
48.0,5.2,B.Tech,Software Engineer,Male,Hyderabad,MNC,IT Services,1495363
36.0,7.0,MCA,Software Engineer,Female,Mumbai,Product,SaaS,2114353
43.0,3.3,B.Sc,Software Engineer,Male,Delhi NCR,Service,Fintech,1285091
33.0,0.9,MBA,Software Engineer,Female,Pune,Service,Product Tech,702652
26.0,5.7,B.Tech,Software Engineer,Male,Indore,Startup,Product Tech,1393577
50.0,1.7,M.Tech,Software Engineer,Female,Ahmedabad,Startup,IT Services,615426
41.0,3.1,B.Tech,Software Engineer,Male,Chennai,Service,Fintech,1282964
29.0,5.3,B.Tech,Software Engineer,Female,Delhi NCR,MNC,SaaS,1838848
38.0,0.1,M.Tech,Software Engineer,Male,Bengaluru,Service,E-commerce,613282
48.0,0.9,B.Tech,Software Engineer,Female,Bengaluru,MNC,Product Tech,824023
31.0,13.1,M.Tech,Software Engineer,Male,Mumbai,Product,SaaS,5002154
45.0,1.8,MBA,Software Engineer,Male,Mumbai,Service,SaaS,821572
35.0,3.7,M.Tech,Software Engineer,Female,Delhi NCR,Startup,Fintech,1784437
42.0,1.4,B.Tech,Software Engineer,Male,Pune,Startup,SaaS,750436
27.0,28.3,MBA,Software Engineer,Female,Hyderabad,MNC,SaaS,5959939
33.0,4.8,B.Tech,Software Engineer,Male,Delhi NCR,Service,IT Services,1260950
36.0,2.8,M.Tech,Software Engineer,Female,Delhi NCR,MNC,IT Services,1543760
54.0,18.2,MBA,Software Engineer,Male,Mysuru,MNC,IT Services,3526240
30.0,5.2,B.Tech,Software Engineer,Female,Delhi NCR,MNC,Product Tech,1870003
26.0,1.3,MCA,Software Engineer,Male,Pune,Product,IT Services,710816
45.0,5.7,M.Tech,Software Engineer,Female,Pune,Product,Fintech,2022060
38.0,2.6,MCA,Software Engineer,Male,Delhi NCR,Product,IT Services,1487231
31.0,1.2,B.Tech,Software Engineer,Female,Delhi NCR,Startup,E-commerce,722457
42.0,0.2,M.Tech,Software Engineer,Male,Bengaluru,MNC,E-commerce,761173
28.0,6.2,B.Tech,Software Engineer,Female,Hyderabad,MNC,E-commerce,1737889
48.0,4.9,M.Tech,Software Engineer,Male,Delhi NCR,Service,Product Tech,1659385
36.0,1.6,M.Tech,Software Engineer,Female,Chandigarh,Product,SaaS,807239
43.0,4.9,B.Sc,Software Engineer,Male,Delhi NCR,MNC,E-commerce,1560169
33.0,24.6,MBA,Software Engineer,Female,Chennai,MNC,Fintech,5419490
26.0,19.5,B.Sc,Software Engineer,Male,Delhi NCR,Service,Product Tech,3786737
50.0,10.7,MCA,Software Engineer,Female,Bhubaneswar,Product,Product Tech,3434729
27.0,0.9,M.Tech,Software Engineer,Male,Pune,Service,Fintech,675282
38.0,4.1,B.Tech,Software Engineer,Female,Delhi NCR,MNC,Fintech,1740467
54.0,4.8,M.Tech,Software Engineer,Male,Chennai,Product,Fintech,1879335
31.0,6.4,M.Tech,Software Engineer,Female,Bengaluru,MNC,Product Tech,2206645
36.0,3.0,B.Tech,Software Engineer,Male,Kochi,Product,IT Services,1159643
45.0,3.6,MBA,Software Engineer,Female,Indore,MNC,SaaS,1518501
42.0,1.6,B.Tech,Software Engineer,Male,Mumbai,Product,IT Services,755033
28.0,5.9,M.Tech,Software Engineer,Female,Bhubaneswar,Product,Product Tech,1621843
48.0,0.7,M.Tech,Software Engineer,Male,Chennai,Startup,SaaS,731656
36.0,3.1,MBA,Software Engineer,Female,Chandigarh,Service,IT Services,1112007
43.0,6.1,B.Tech,Software Engineer,Male,Delhi NCR,MNC,Fintech,1881897
33.0,3.3,M.Tech,Software Engineer,Female,Delhi NCR,Service,IT Services,1296457
26.0,1.4,B.Tech,Software Engineer,Male,Delhi NCR,Service,SaaS,689095
50.0,1.0,MBA,Software Engineer,Female,Ahmedabad,Service,E-commerce,557223
41.0,0.2,M.Tech,Software Engineer,Male,Bhubaneswar,Startup,E-commerce,518108
29.0,4.9,B.Tech,Software Engineer,Female,Coimbatore,MNC,IT Services,1206719
38.0,0.3,M.Tech,Software Engineer,Male,Pune,Startup,Product Tech,726389
48.0,0.9,B.Tech,Software Engineer,Female,Jaipur,MNC,Fintech,594249
31.0,4.9,M.Tech,Software Engineer,Male,Coimbatore,MNC,IT Services,1323590
28.0,5.7,B.Sc,Software Engineer,Male,Hyderabad,MNC,Fintech,1661992
32.0,1.1,MBA,Product Manager,Female,Ahmedabad,Product,Product Tech,1177931
26.0,6.3,B.Sc,Software Engineer,Male,Pune,Startup,Fintech,1571928
33.0,13.1,M.Tech,Data Analyst,Female,Bengaluru,MNC,AI/ML,3278253
29.0,5.0,B.Tech,Software Engineer,Male,Hyderabad,Startup,Fintech,1657128
42.0,3.1,M.Tech,Data Analyst,Male,Mumbai,Startup,Consulting,1098918
36.0,1.0,MBA,Data Scientist,Female,Hyderabad,MNC,E-commerce,1079446
27.0,6.3,B.Tech,Software Engineer,Male,Ahmedabad,MNC,IT Services,1322775
34.0,0.6,MBA,Product Manager,Female,Chennai,MNC,Fintech,1200029
29.0,6.5,B.Sc,Software Engineer,Male,Bengaluru,Service,SaaS,1476596
41.0,1.2,M.Tech,Data Scientist,Female,Jaipur,Product,Analytics,862549
34.0,23.3,MBA,Data Analyst,Male,Ahmedabad,Startup,IT Services,2650139
24.0,9.0,B.Sc,Software Engineer,Female,Chandigarh,MNC,IT Services,1626947
36.0,1.8,M.Tech,Data Analyst,Male,Indore,Domestic,Consulting,439819
30.0,4.3,B.Sc,Software Engineer,Female,Hyderabad,Product,Fintech,1624928
29.0,18.3,B.Tech,Software Engineer,Male,Hyderabad,Product,Fintech,4861213
42.0,2.5,M.Tech,Product Manager,Male,Indore,MNC,Fintech,2129491
26.0,3.9,B.Tech,Software Engineer,Male,Jaipur,Startup,Product Tech,1271869
35.0,26.4,MBA,Data Analyst,Female,Jaipur,MNC,Banking,3030700
27.0,0.5,B.Tech,Software Engineer,Female,Hyderabad,Startup,E-commerce,635115
48.0,1.5,M.Tech,Data Analyst,Male,Kochi,Startup,AI/ML,519615
34.0,0.1,M.Tech,Data Scientist,Male,Mumbai,MNC,Fintech,1028940
23.0,11.5,B.Sc,Software Engineer,Female,Hyderabad,Startup,E-commerce,3371085
32.0,1.1,M.Tech,Product Manager,Male,Chandigarh,Startup,E-commerce,990257
25.0,5.6,M.Tech,Software Engineer,Female,Chennai,MNC,Product Tech,1931665
37.0,2.0,B.Sc,Data Analyst,Male,Hyderabad,Domestic,Analytics,474282
28.0,0.0,B.Tech,Software Engineer,Male,Ahmedabad,Product,SaaS,575344
41.0,0.0,PhD,Data Analyst,Female,Pune,MNC,Analytics,528886
34.0,20.9,MCA,Data Analyst,Male,Chennai,Domestic,Consulting,2553532
24.0,6.0,B.Tech,Software Engineer,Female,Pune,Product,E-commerce,1732471
36.0,12.5,M.Tech,Data Scientist,Male,Nagpur,MNC,Healthcare Tech,3841721
30.0,1.4,B.Sc,Software Engineer,Female,Ahmedabad,Product,IT Services,542356
29.0,1.7,B.Tech,Software Engineer,Male,Pune,MNC,Fintech,828197
42.0,2.6,MBA,Product Manager,Male,Kochi,Service,Product Tech,1855366
26.0,4.3,B.Tech,Software Engineer,Male,Bengaluru,Product,Product Tech,1906154
35.0,4.5,MCA,Data Analyst,Female,Hyderabad,Domestic,Analytics,965551
27.0,3.1,B.Tech,Software Engineer,Female,Bengaluru,MNC,SaaS,1734311
48.0,1.7,MBA,Data Analyst,Male,Chennai,Domestic,AI/ML,564632
34.0,0.1,M.Tech,Data Scientist,Male,Pune,MNC,E-commerce,912828
23.0,4.6,B.Tech,Software Engineer,Female,Delhi NCR,Product,Product Tech,1873826
32.0,3.1,MBA,Product Manager,Male,Chandigarh,MNC,E-commerce,2211558
25.0,1.8,MCA,Software Engineer,Female,Indore,MNC,IT Services,603714
37.0,0.8,B.Sc,Data Analyst,Male,Chennai,Domestic,Banking,392106
28.0,4.9,B.Tech,Software Engineer,Male,Hyderabad,Service,E-commerce,1359433
41.0,16.3,B.Tech,Data Analyst,Female,Bengaluru,Domestic,AI/ML,2691553
34.0,15.7,MBA,Data Analyst,Male,Hyderabad,MNC,Analytics,3133540
24.0,1.4,B.Tech,Software Engineer,Female,Jaipur,Service,E-commerce,493261
36.0,13.3,MBA,Data Scientist,Male,Ahmedabad,Service,Healthcare Tech,3647364
30.0,3.5,B.Tech,Software Engineer,Female,Pune,Product,IT Services,1409236
29.0,0.5,B.Sc,Software Engineer,Male,Bengaluru,Service,Product Tech,588273
42.0,1.5,M.Tech,Product Manager,Male,Ahmedabad,Startup,E-commerce,1023465
26.0,0.8,B.Tech,Software Engineer,Male,Ahmedabad,Product,Fintech,645108
35.0,2.7,MCA,Data Analyst,Female,Delhi NCR,MNC,Consulting,1059821
27.0,5.7,B.Tech,Software Engineer,Female,Pune,Startup,SaaS,1664954
48.0,26.9,M.Tech,Data Analyst,Male,Delhi NCR,Startup,IT Services,3278587
34.0,2.9,MCA,Data Scientist,Male,Pune,Product,AI/ML,2060657
23.0,4.5,B.Sc,Software Engineer,Female,Indore,Product,E-commerce,1247976
32.0,0.1,M.Tech,Product Manager,Male,Mumbai,MNC,SaaS,1193305
25.0,2.6,MBA,Software Engineer,Female,Hyderabad,Service,IT Services,1253965
37.0,3.1,B.Tech,Data Analyst,Male,Ahmedabad,Domestic,Analytics,733891
28.0,3.5,B.Tech,Software Engineer,Male,Pune,Product,Fintech,1677285
41.0,1.5,M.Tech,Data Analyst,Female,Bengaluru,MNC,AI/ML,721989
34.0,4.9,M.Tech,Data Analyst,Male,Mumbai,Startup,Consulting,1174185
24.0,9.5,B.Tech,Software Engineer,Female,Chennai,MNC,Fintech,2260044
36.0,3.5,M.Tech,Data Scientist,Male,Hyderabad,Startup,E-commerce,1973584
30.0,23.5,B.Sc,Software Engineer,Female,Delhi NCR,MNC,SaaS,4761122
29.0,1.9,B.Tech,Software Engineer,Male,Mumbai,MNC,IT Services,761750
42.0,1.6,M.Tech,Product Manager,Male,Delhi NCR,Startup,E-commerce,1286840
26.0,5.0,B.Tech,Software Engineer,Male,Mumbai,Service,IT Services,1272980
35.0,1.8,M.Tech,Data Analyst,Female,Mumbai,Startup,Analytics,649304
27.0,4.0,B.Sc,Software Engineer,Female,Delhi NCR,Startup,SaaS,1504741
48.0,5.4,M.Tech,Data Analyst,Male,Hyderabad,Domestic,AI/ML,1125848
34.0,1.9,M.Tech,Data Scientist,Male,Nagpur,MNC,Healthcare Tech,888798
23.0,26.0,B.Tech,Software Engineer,Female,Jaipur,Product,Fintech,4293551
32.0,8.8,MBA,Product Manager,Male,Bengaluru,MNC,SaaS,3968710
25.0,0.0,MBA,Software Engineer,Female,Coimbatore,Service,SaaS,501072
37.0,12.1,B.Tech,Data Analyst,Male,Kochi,MNC,Consulting,2165474
28.0,4.3,B.Tech,Software Engineer,Male,Bengaluru,Service,SaaS,1479353
41.0,4.7,M.Tech,Data Analyst,Female,Bengaluru,MNC,AI/ML,1369590
34.0,7.6,MBA,Data Analyst,Male,Bengaluru,Domestic,Analytics,1516653
24.0,3.6,B.Sc,Software Engineer,Female,Hyderabad,Service,Product Tech,1283087
36.0,5.8,MBA,Data Scientist,Male,Chandigarh,Service,Analytics,1646941
30.0,6.0,B.Tech,Software Engineer,Female,Bengaluru,MNC,E-commerce,1815979
29.0,1.2,B.Sc,Software Engineer,Male,Kochi,MNC,IT Services,501454
42.0,20.1,MBA,Product Manager,Male,Pune,Startup,E-commerce,6393786
26.0,1.4,B.Sc,Software Engineer,Male,Delhi NCR,Product,SaaS,794246
35.0,0.0,M.Tech,Data Analyst,Female,Chandigarh,MNC,AI/ML,469991
27.0,4.4,B.Tech,Software Engineer,Female,Surat,MNC,Product Tech,1371756
48.0,5.2,M.Tech,Data Analyst,Male,Chandigarh,Startup,Banking,1013815
34.0,5.2,MBA,Data Scientist,Male,Bengaluru,Service,AI/ML,2117448
23.0,29.8,B.Sc,Software Engineer,Female,Chandigarh,MNC,E-commerce,4100230
32.0,8.9,MCA,Product Manager,Male,Delhi NCR,MNC,Product Tech,3664962
25.0,5.2,M.Tech,Software Engineer,Female,Mumbai,MNC,Fintech,2030129
37.0,9.9,B.Sc,Data Analyst,Male,Pune,Domestic,AI/ML,1310526
28.0,7.0,B.Tech,Software Engineer,Male,Indore,Product,E-commerce,1486551
41.0,2.2,PhD,Data Analyst,Female,Bengaluru,MNC,Banking,1233333
34.0,4.7,MBA,Data Analyst,Male,Mumbai,Domestic,Banking,1116543
24.0,3.8,B.Sc,Software Engineer,Female,Mumbai,Service,Product Tech,1347953
36.0,5.2,M.Tech,Data Scientist,Male,Ahmedabad,Product,Healthcare Tech,1926531
30.0,29.5,B.Sc,Software Engineer,Female,Chennai,Service,Product Tech,4018779
29.0,0.8,B.Tech,Software Engineer,Male,Jaipur,Service,Product Tech,492158
42.0,5.1,MCA,Product Manager,Male,Indore,Product,Product Tech,2332649
26.0,18.8,B.Sc,Software Engineer,Male,Delhi NCR,MNC,Fintech,4402582
35.0,0.8,M.Tech,Data Analyst,Female,Indore,Startup,Consulting,431853
27.0,6.6,B.Tech,Software Engineer,Female,Mumbai,MNC,Fintech,1938984
48.0,4.1,M.Tech,Data Analyst,Male,Delhi NCR,Domestic,IT Services,947284
34.0,0.5,M.Tech,Data Scientist,Male,Chennai,Startup,AI/ML,926148
23.0,3.2,B.Tech,Software Engineer,Female,Pune,MNC,Product Tech,1640602
32.0,1.4,M.Tech,Product Manager,Male,Lucknow,MNC,Fintech,1041180
25.0,2.8,MCA,Software Engineer,Female,Coimbatore,Startup,Fintech,1270067
37.0,6.1,B.Sc,Data Analyst,Male,Chandigarh,Domestic,IT Services,718079
28.0,5.2,B.Sc,Software Engineer,Male,Indore,Service,SaaS,1081687
41.0,2.6,M.Tech,Data Analyst,Female,Ahmedabad,MNC,IT Services,857371
34.0,5.9,MBA,Data Analyst,Male,Hyderabad,MNC,Consulting,1282372
24.0,18.2,B.Tech,Software Engineer,Female,Ahmedabad,Product,Fintech,4017080
36.0,1.6,B.Tech,Data Scientist,Male,Chennai,Service,AI/ML,844994
30.0,0.9,B.Tech,Software Engineer,Female,Hyderabad,Service,Product Tech,636670
29.0,15.6,B.Sc,Software Engineer,Male,Pune,Startup,Fintech,3787408
42.0,1.5,M.Tech,Product Manager,Male,Bengaluru,MNC,E-commerce,1392341
26.0,6.8,B.Sc,Software Engineer,Male,Pune,MNC,Fintech,1681831
35.0,29.3,M.Tech,Data Analyst,Female,Delhi NCR,MNC,Banking,3897802
27.0,0.5,B.Tech,Software Engineer,Female,Mumbai,MNC,Product Tech,764056
48.0,1.6,B.Tech,Data Analyst,Male,Jaipur,Startup,Banking,436751
34.0,4.6,MCA,Data Scientist,Male,Pune,Service,AI/ML,1755159
30.0,24.4,B.Tech,Software Engineer,Female,Delhi NCR,Service,IT Services,3725299
29.0,4.6,B.Sc,Software Engineer,Male,Bengaluru,Product,Product Tech,1769365
42.0,1.7,MCA,Product Manager,Male,Pune,Product,Fintech,1361305
26.0,24.2,B.Sc,Software Engineer,Male,Chandigarh,Product,Product Tech,4200523
35.0,6.5,M.Tech,Data Analyst,Female,Jaipur,Domestic,Banking,895937
27.0,4.4,B.Sc,Software Engineer,Female,Lucknow,MNC,E-commerce,1145385
48.0,2.5,B.Tech,Data Analyst,Male,Hyderabad,MNC,IT Services,910871
34.0,6.9,MCA,Data Scientist,Male,Pune,MNC,AI/ML,2329737
23.0,6.5,B.Tech,Software Engineer,Female,Hyderabad,Product,Product Tech,1965911
32.0,6.2,M.Tech,Product Manager,Male,Chennai,Service,SaaS,2382979
25.0,2.7,M.Tech,Software Engineer,Female,Indore,Startup,E-commerce,1262362
37.0,0.5,B.Tech,Data Analyst,Male,Pune,Domestic,AI/ML,444557
28.0,5.7,B.Tech,Software Engineer,Male,Indore,Startup,Fintech,1377979
41.0,2.5,M.Tech,Data Analyst,Female,Bengaluru,Domestic,AI/ML,1048131
34.0,23.7,M.Tech,Data Analyst,Male,Bengaluru,MNC,Analytics,3689408
24.0,3.1,B.Tech,Software Engineer,Female,Bengaluru,Service,Product Tech,1441020
36.0,0.7,MBA,Data Scientist,Male,Delhi NCR,MNC,Fintech,1136053
30.0,4.7,B.Sc,Software Engineer,Female,Bengaluru,MNC,Product Tech,1720809
29.0,2.8,B.Sc,Software Engineer,Male,Chennai,Product,Fintech,1455914
42.0,0.6,M.Tech,Product Manager,Male,Mumbai,Product,Product Tech,1354103
26.0,0.1,B.Tech,Software Engineer,Male,Hyderabad,Service,Fintech,557050
35.0,0.6,M.Tech,Data Analyst,Female,Hyderabad,Startup,Banking,536826
27.0,2.8,B.Tech,Software Engineer,Female,Bhubaneswar,Product,SaaS,1270320
48.0,8.5,MBA,Data Analyst,Male,Nagpur,Domestic,Banking,1229597
34.0,11.2,M.Tech,Data Scientist,Male,Hyderabad,Service,E-commerce,4068790
23.0,3.1,B.Tech,Software Engineer,Female,Chennai,Product,SaaS,1602748
32.0,6.1,MBA,Product Manager,Male,Ahmedabad,Product,E-commerce,2508140
25.0,2.7,M.Tech,Software Engineer,Female,Chennai,MNC,E-commerce,1586287
37.0,23.8,B.Tech,Data Analyst,Male,Delhi NCR,Domestic,Analytics,2808510
28.0,3.2,B.Tech,Software Engineer,Male,Delhi NCR,Product,IT Services,1468283
41.0,18.7,MBA,Data Analyst,Female,Hyderabad,Domestic,Analytics,2847704
34.0,25.4,M.Tech,Data Analyst,Male,Bengaluru,MNC,Consulting,3699262
24.0,2.7,B.Sc,Software Engineer,Female,Coimbatore,Service,IT Services,840210
36.0,0.2,M.Tech,Data Scientist,Male,Bengaluru,Service,E-commerce,817852
30.0,3.0,B.Tech,Software Engineer,Female,Hyderabad,Service,IT Services,1135454
29.0,8.1,B.Tech,Software Engineer,Male,Pune,Startup,Fintech,2102994
42.0,1.2,M.Tech,Product Manager,Male,Mumbai,MNC,Product Tech,1425894
26.0,19.6,B.Tech,Software Engineer,Male,Bengaluru,MNC,SaaS,4983199
35.0,20.4,MCA,Data Analyst,Female,Indore,Domestic,IT Services,2089974
27.0,2.9,B.Tech,Software Engineer,Female,Bengaluru,Product,Product Tech,1807710
48.0,9.4,PhD,Data Analyst,Male,Hyderabad,MNC,Consulting,1752933
34.0,7.5,M.Tech,Data Scientist,Male,Hyderabad,MNC,Healthcare Tech,2787107
23.0,0.5,B.Tech,Software Engineer,Female,Bengaluru,Service,IT Services,530587
32.0,0.4,M.Tech,Product Manager,Male,Hyderabad,Startup,E-commerce,1058705
25.0,2.8,MCA,Software Engineer,Female,Pune,Service,Product Tech,1379212
37.0,2.2,B.Sc,Data Analyst,Male,Hyderabad,MNC,AI/ML,967666
28.0,5.3,B.Tech,Software Engineer,Male,Mumbai,Service,Fintech,1510812
41.0,3.0,PhD,Data Analyst,Female,Chennai,Startup,Analytics,1061847
34.0,1.8,MBA,Data Analyst,Male,Jaipur,Domestic,IT Services,407146
24.0,3.6,B.Tech,Software Engineer,Female,Bhubaneswar,MNC,Fintech,1266288
36.0,1.6,B.Tech,Data Scientist,Male,Mumbai,Service,Analytics,874918
30.0,0.2,B.Tech,Software Engineer,Female,Lucknow,MNC,SaaS,529229
29.0,8.7,B.Tech,Software Engineer,Male,Lucknow,Service,Fintech,1581141
42.0,0.1,M.Tech,Product Manager,Male,Delhi NCR,MNC,Product Tech,1207854
26.0,19.6,B.Tech,Software Engineer,Male,Chennai,Service,Product Tech,3792611
35.0,0.5,M.Tech,Data Analyst,Female,Coimbatore,Domestic,AI/ML,404655
27.0,0.9,B.Sc,Software Engineer,Female,Bengaluru,MNC,Product Tech,758604
48.0,4.4,M.Tech,Data Analyst,Male,Bhubaneswar,Domestic,IT Services,735860
34.0,11.9,MCA,Data Scientist,Male,Delhi NCR,Product,E-commerce,4943606
23.0,4.6,B.Tech,Software Engineer,Female,Pune,MNC,Fintech,1696971
32.0,0.4,M.Tech,Product Manager,Male,Indore,MNC,Product Tech,980521
25.0,0.1,M.Tech,Software Engineer,Female,Pune,Startup,SaaS,691112
37.0,8.8,B.Sc,Data Analyst,Male,Bengaluru,Startup,Analytics,1408412
28.0,1.0,B.Tech,Software Engineer,Male,Coimbatore,Product,Fintech,636658
41.0,3.7,M.Tech,Data Analyst,Female,Bengaluru,Domestic,Consulting,1030986
34.0,0.2,M.Tech,Data Analyst,Male,Mysuru,Startup,Banking,393840
24.0,15.7,B.Sc,Software Engineer,Female,Bengaluru,Product,Product Tech,4496764
36.0,2.0,MBA,Data Scientist,Male,Bengaluru,MNC,AI/ML,1365982
30.0,29.8,B.Tech,Software Engineer,Female,Bengaluru,MNC,IT Services,4817157
29.0,1.8,B.Tech,Software Engineer,Male,Delhi NCR,Startup,SaaS,826126
42.0,0.1,MBA,Product Manager,Male,Jaipur,MNC,Fintech,916717
26.0,1.4,B.Tech,Software Engineer,Male,Bengaluru,Service,IT Services,596277
35.0,1.7,MBA,Data Analyst,Female,Delhi NCR,MNC,IT Services,620543
27.0,8.7,B.Tech,Software Engineer,Female,Delhi NCR,MNC,E-commerce,2204205
48.0,1.9,M.Tech,Data Analyst,Male,Coimbatore,MNC,Analytics,538165
34.0,18.8,MBA,Data Scientist,Male,Jaipur,MNC,AI/ML,4741549
23.0,2.7,B.Sc,Software Engineer,Female,Indore,Product,IT Services,1045646
32.0,15.6,M.Tech,Product Manager,Male,Delhi NCR,Product,E-commerce,6715764
25.0,1.1,MCA,Software Engineer,Female,Delhi NCR,Product,E-commerce,810770
37.0,5.7,B.Tech,Data Analyst,Male,Ahmedabad,MNC,IT Services,876374
28.0,1.4,B.Sc,Software Engineer,Male,Mumbai,Product,Product Tech,818769
41.0,1.5,M.Tech,Data Analyst,Female,Pune,MNC,Consulting,612727
34.0,1.6,MCA,Data Analyst,Male,Indore,MNC,AI/ML,520857
24.0,5.9,B.Tech,Software Engineer,Female,Indore,MNC,E-commerce,1378205
36.0,5.6,PhD,Data Scientist,Male,Bengaluru,MNC,E-commerce,2527247
30.0,1.6,B.Tech,Software Engineer,Female,Chennai,Product,IT Services,686665
29.0,0.2,B.Tech,Software Engineer,Male,Delhi NCR,Startup,E-commerce,628108
42.0,19.7,M.Tech,Product Manager,Male,Mumbai,Service,SaaS,6192934
26.0,2.3,B.Tech,Software Engineer,Male,Jaipur,Startup,Fintech,1171729
35.0,19.8,MBA,Data Analyst,Female,Mysuru,Startup,IT Services,2338533
27.0,9.5,B.Sc,Software Engineer,Female,Chandigarh,Service,E-commerce,1511505
48.0,1.0,B.Tech,Data Analyst,Male,Chennai,Startup,AI/ML,516485
34.0,13.6,M.Tech,Data Scientist,Male,Bhubaneswar,Service,AI/ML,3472723
23.0,0.6,B.Tech,Software Engineer,Female,Hyderabad,MNC,IT Services,615778
32.0,26.2,M.Tech,Product Manager,Male,Ahmedabad,MNC,Fintech,6606068
25.0,0.1,MBA,Software Engineer,Female,Chandigarh,Service,IT Services,452851
37.0,3.4,B.Tech,Data Analyst,Male,Chennai,MNC,Analytics,999720
28.0,6.8,B.Sc,Software Engineer,Male,Pune,Product,Fintech,1749266
41.0,6.1,M.Tech,Data Analyst,Female,Delhi NCR,Domestic,Banking,1134604
34.0,2.5,M.Tech,Data Analyst,Male,Delhi NCR,Startup,IT Services,981116
24.0,2.5,B.Tech,Software Engineer,Female,Mysuru,Service,SaaS,1025843
36.0,1.8,MBA,Data Scientist,Male,Kochi,Product,AI/ML,1053520
30.0,0.1,B.Tech,Software Engineer,Female,Hyderabad,MNC,IT Services,574178
29.0,1.1,B.Tech,Software Engineer,Male,Hyderabad,Startup,SaaS,736506
42.0,6.5,MCA,Product Manager,Male,Mumbai,Service,SaaS,2477725
26.0,0.4,B.Tech,Software Engineer,Male,Ahmedabad,MNC,E-commerce,556233
35.0,5.3,MBA,Data Analyst,Female,Kochi,MNC,Analytics,1061939
27.0,0.8,B.Tech,Software Engineer,Female,Chandigarh,Startup,E-commerce,564811
48.0,0.5,M.Tech,Data Analyst,Male,Bengaluru,Domestic,Banking,501810
34.0,4.1,M.Tech,Data Scientist,Male,Hyderabad,Service,Analytics,1754692
23.0,5.6,B.Sc,Software Engineer,Female,Mumbai,Service,Product Tech,1445617
32.0,3.8,M.Tech,Product Manager,Male,Bengaluru,Product,SaaS,3052300
25.0,5.1,MBA,Software Engineer,Female,Mumbai,Service,SaaS,1689965
37.0,8.0,B.Tech,Data Analyst,Male,Delhi NCR,MNC,Consulting,1518209
28.0,19.0,B.Tech,Software Engineer,Male,Chennai,Product,Product Tech,4672146
41.0,16.0,B.Tech,Data Analyst,Female,Surat,Domestic,Consulting,1879441
34.0,3.1,MCA,Data Analyst,Male,Mumbai,Domestic,IT Services,863126
24.0,13.5,B.Sc,Software Engineer,Female,Bengaluru,MNC,SaaS,4141414
36.0,6.4,B.Tech,Data Scientist,Male,Hyderabad,Service,Fintech,1859027
30.0,19.1,B.Tech,Software Engineer,Female,Mysuru,MNC,Product Tech,3769425
29.0,10.5,B.Tech,Software Engineer,Male,Delhi NCR,MNC,Fintech,4143557
42.0,0.2,MBA,Product Manager,Male,Bhubaneswar,Service,SaaS,744155
26.0,15.2,B.Sc,Software Engineer,Male,Delhi NCR,Product,E-commerce,4017440
35.0,25.0,M.Tech,Data Analyst,Female,Hyderabad,MNC,AI/ML,3726608
28.0,26.2,M.Tech,Software Engineer,Male,Ahmedabad,MNC,Fintech,4815858
30.0,6.9,B.Tech,HR,Female,Indore,Domestic,Consulting,741276
25.0,0.3,B.Tech,Software Engineer,Male,Delhi NCR,MNC,IT Services,610447
45.0,5.9,M.Tech,Manager,Female,Mumbai,MNC,AI/ML,2488172
33.0,29.5,B.Tech,HR,Male,Jaipur,Domestic,Manufacturing,1983312
22.0,3.9,Diploma,HR,Female,Hyderabad,MNC,Consulting,831223
36.0,29.3,B.Tech,Software Engineer,Male,Delhi NCR,Service,E-commerce,4366997
29.0,5.9,MBA,HR,Female,Kochi,Domestic,Healthcare Tech,828779
42.0,19.4,MBA,HR,Male,Mysuru,Domestic,Healthcare Tech,2184342
27.0,1.4,B.Tech,HR,Female,Mysuru,Domestic,Manufacturing,301520
38.0,1.7,MCA,Manager,Male,Hyderabad,Domestic,AI/ML,852671
24.0,0.0,B.Tech,Software Engineer,Female,Bengaluru,Startup,IT Services,558851
31.0,1.6,MBA,Software Engineer,Male,Jaipur,MNC,Product Tech,753234
39.0,0.7,B.Tech,HR,Female,Hyderabad,Domestic,Manufacturing,351926
26.0,1.9,B.Tech,HR,Male,Pune,MNC,IT Services,490226
32.0,1.2,MBA,HR,Female,Jaipur,Startup,Consulting,418563
32.0,0.9,B.Tech,Software Engineer,Male,Mumbai,MNC,Product Tech,809528
24.0,1.5,MCA,HR,Female,Chennai,Domestic,Consulting,428415
45.0,4.1,M.Tech,Manager,Male,Mumbai,Domestic,Banking,1866328
29.0,1.3,M.Tech,Software Engineer,Female,Mumbai,Startup,IT Services,729287
38.0,9.6,B.Tech,HR,Male,Jaipur,Domestic,Manufacturing,964586
27.0,5.9,MBA,HR,Female,Ahmedabad,MNC,Healthcare Tech,1004471
31.0,2.0,M.Tech,HR,Female,Bengaluru,Domestic,Healthcare Tech,559014
42.0,0.3,M.Tech,Software Engineer,Male,Kochi,Product,Fintech,646038
26.0,5.2,B.Tech,Software Engineer,Female,Hyderabad,Product,Fintech,1821570
